video_id,video_title,channel_name
79u1lnJMw24,Terminator: Dark Fate's Failure Proves Agenda Doesn't Sell | The Access Media is Shocked!,Nerdrotic
puh8cpI-dHM,JAMES RICKARDS - PROJECT PROPHESY: Does This Government “Secret” Affect You? -Part 1/2 | London Real,London Real
1br_FXtO37Q,#1 Scent Control Fail For Deer,Whitetail Habitat Solutions
kp9THNHLkbw,The Stupidest Flat Earther On The Globe,FTFE
LI_MBoDMjVA,EXPOSED! Hidden Laws of Attraction - David Snyder  NLP and The Law of Attraction,Dr. David Snyder
dJbUDAf8COs,Kanye West and the Restoration of Sacred Art | Chicago Talk,Jonathan Pageau
-HvknfiPO98,Ex Satanist John Ramirez Reveals Secrets of the Underworld,Donna Clayton
HNPpEHKqbks,Serapeum of Saqqara [in 4K]: Smoking Gun Evidence of Lost High Technology,Enigmas of the Ancient World
lzb5r1lex9k,The Terrifying Truth About The Antichrist,Grunge
r5eQpqvgHJw,Richie Reviews The UK Papers Wednesday November 6th 2019,Richie Allen
8-86NFf2VcE,"The truth about ""OFF-GRID"" living",Bushradical
2TUcDzij0yk,ED GEIN  - 'Skin on Skin' - ObsoleteOddity Historical Feature,ObsoleteOddity
HunO1JRB6PA,"Bible Prophecy Update – November 3rd, 2019",J.D. Farag
GSJDcd5o8jE,Live Forex Trading Stream for both Experienced and Beginner Traders,Forex.Today
RnSUO3fz1Ac,MORNING PRAYERS - JESUS YOU ARE MY HEALER - BY HIS STRIPES WE ARE HEALED - ISAIAH 53:5,Evangelist Fernando Perez
thqKifnCmAE,The Real Reason I Left Twitter,Justin Peters Ministries
niUpPzyWBqo,King's Pass Lore Tablets Examined,mossbag
8DFfSpElNQg,Film Theory: Mr. Poopybutthole is a MORTY! (Rick and Morty Season 4),The Film Theorists
ZetaeaEvNkI,"Neil deGrasse Tyson Talks Aliens, Pyramids, Time Travel, Horoscopes & Racial Relations In America",SWAY'S UNIVERSE
H_Mc6N6NLBs,UNBELIEVABLE Things Found In The Sky,Talltanic
NYBT1yOdWb8,EERIE Pieces of Evidence that the ILLUMINATI Exist!,Matthew Santoro
tStY7VHr5OQ,JOINING THE ILLUMINATI,shane
m8-Kek8Halc,F.S Mackintosh Free Energy Machine,veproject1
ghkFTRY4ZB0,"Bob Lazar: Area 51, Element 115 Alien Gravity Propulsion - Could it work? Fluxliner",Arvin Ash
G0Cp7DrvNLQ,Joe Rogan Experience #606 - Randall Carlson,PowerfulJRE
CjvulAuktHs,FREE ENERGY WHEEL ~ Using Ring Magnets ~ EXPOSED!,electronicsNmore
0pmviUS1Zac,Joe Rogan Experience #1347 - Neil deGrasse Tyson,PowerfulJRE
HXxw3MnWG_M,Neil deGrasse Tyson and Sadhguru on Near Death Experience,Cosmology Today™
o6knQ50-AdI,END OF THE WORLD THEORIES,shane
PaEuQ4aiaoc,Angel caught on camera,Darwin SirCharles
X7dsCaOAz0Q,UNEXPECTED Real Dark Web Mystery Box Goes Horribly Wrong! (Disturbing Content) Very Scary!,MindSeed TV
zqG-TL0WnjE,"Evolution of Perpetual Motion, WORKING Free Energy Generator",xx0ru
nMUkNeDEzps,Evil Dark Web Cursed Items! Most Haunted Dybbuk Box PC in the WORLD (Insane),MindSeed TV
wiC45W-wrUw,Mysterious And Unexplained Events Caught On Tape Volume 18,The Wonderful World Of Weirdness
O3YLneFhr60,"Demon Magicians: Episode 2 - Reveal THIS - (Cyril, Yif, Hans Klok)",Xendrius
vh0lojdYXw8,Lucifer's New World Order Church Discovered : Dark Secrets Revealed | 2016 Documentary,Spy Kitten TV
0XYWpraTgaY,"Who Lived on Earth 100,000 Years Ago?",Ridddle
FxBHFiPnXNs,5 Scary Skinwalker & Wendigo Stories,Swamp Dweller
GaPgnBtQTDg,VERY IMPRESSIVE BIGFOOT FOOTAGE!! - Man Cries In Fear While Video Taping A Real Sasquatch Sighting!!,Nv Tv
BHmKmd58Jk8,Neil deGrasse Tyson Responds to B.o.B's Flat Earth Talk + Introduces Nephew TYSON | Sway's Universe,SWAY'S UNIVERSE
MtIv-cB0DHI,Egypt 2018: Exploring Many Massive Megalithic Wonders At Saqqara,Brien Foerster
lMfYjKauHbs,Professor Ian Plimer book launch - Not For Greens,Institute of Public Affairs
Efl_Vok_r98,Exposing Satan's End Time Strategy | Mario Murillo | Something More,ISN – It's Supernatural! Network
sH3XMqVKj60,"Antichrist, America, and the End of Days (With Greg Laurie)",Pastor Greg Laurie
75lbjYm0dME,Behold a Livid Horse - Session 1 - Chuck Missler,Koinonia House
dpETGbNKbzc,The Cherokee Search for Bigfoot,OsiyoTV
FhVfJPmyOkE,Exposing the TRUTH about McKamey Manor (with footage),Natalia Taylor
rxodbFK7n68,How QAnon Conspiracy Is Moving Closer To Political Mainstream | Morning Joe | MSNBC,MSNBC
si-vMj-FB88,Glenn Beck Presents: The Democrats’ Hydra,BlazeTV
DiUN6o-kZaU,"Impossible TO EXPLAIN Ancient Stone Work, This Civilization Melted, Shaped and Fitted Huge Blocks",TV Studio Documentaries
oU88-BLmcmY,The Not-So-Simple Process of Deciphering Hieroglyphs,Half as Interesting
3syo5IGkk3U,5 Real 911 Calls | Vol.6 | Real Scary 911 Calls | Creepy 911 Calls | True Scary 911 Calls,Skinned Locust
RzwAw2KTZG0,CURSED Voodoo Doll Brings Bad Omens to my HOME (Very scary) REAL Footage!!!,MindSeed TV
tMamDp8zn_A,The Fishy Assassination Of Australia's Property Price Debate,In the Interests of the People
KvAk9718Jo8,Flat Earth Theory - Ultra Spiritual Life episode 39,AwakenWithJP
cjagZ2pxnps,How Can Poop Protect Astronauts From Radiation? | NASA's Unexplained Files,Quest TV
mBL9pS6GMdA,We've Found The Magic Frequency (This Will Revolutionize Our Future),Video Advice
CF0gH8eDo3E,Apollo 10 Astronauts Encountered A Strange Radio Signal While On The Moon | NASA's Unexplained Files,Quest TV
YBWQls8Z-UI,"Alien Abduction: New Witnesses, Humanoids, & Hypnosis | Guest: Calvin Parker | Ep 4",Rick & Bubba
PtwEdvZzfVc,Ray Dalio: The world has gone mad and the system is broken (2020 Recession),Aimstone
qM_kQjpAK6g,The Surprising Symbolism of 666,Jonathan Pageau
Uj3YA-JDv-k,"George Gilder on knowledge, power, and the economy",Hoover Institution
0TFh1YJynGA,Glenn Beck Reveals Bombshell Audio from Ukraine that Repudiates Impeachment Narrative,BlazeTV
Wdeznr_J-4I,BIDEN A SMOKESCREEN: Democrats covering Russia investigation origin in Ukraine,Glenn Beck
SFWoBqwapPM,"IF SIRI, ALEXA + GOOGLE WERE HUMAN [Turning Digital Assistants into Cute Girls]",LavenderTowne
G2oSbMFNDCw,Dog-Headed Men From History are Real: Cynocephali Sightings,Universe Inside You
g_G5D9cWrwE,Where are the Aliens Origins Nova Neil Degrasse Tyson HD,Universe TV
yBjxCeyk3mU,"Sylvanas, the Champion of DEATH! ALL 8.2.5 Cinematics Analysis...",Pyromancer
GL7P69RdY7Q,Mysterious Shapeshifters Caught Changing on Camera,Slapped Ham
iRXyCwyicLA,"Neil deGrasse Tyson On ""The Nikola Tesla Fan Club""",JRE Clips
Ssfanvq_YRk,Warning:Do not watch this. You wont believe it anyway 2,Mac Guy
Qg6TTkQ7kog,Ryan and Arden Discuss Their Relationship (Ft. Arden Cho) - Off The Pill #10,nigahiga
z9uW-8vPpAU,"This Abandoned Nuclear City Is Trapped Under Ice, What Happens If It Thaws?",Seeker
UA79JlnF8F8,THIS THING WAS HIDING RIGHT INFRONT OF HIM!! - Scared Researcher Films Bigfoot On Camera!!,Nv Tv
FC4Cp5xKOFE,Puzzling #Advanced #Ancient Technology That Modern Thinking Cannot Find An Answer For,TV Studio Documentaries
RqPWz4ll8Ss,"""Ocean UNDER the Ocean"" at FULL capacity - Water has nowhere to go but UP!",MrMBB333
KHyNMcuP9Q0,Uncontrollable Anger? This Is What's Causing It | Sid Roth & Larry Huch,Sid Roth's It's Supernatural!
ga-RBuhcJ7w,Climate Change - Myth or Reality?,Valuetainment
BRZPq_3iG-U,Can Ethereum Flip BITCOIN In 2020? $ETH A Better Buy?,Chico Crypto
k0-C8r8pbsI,PROPHETIC 2020: Part 1 THE KINGDOM IS AT HAND - R. Loren Sandford,New Song Church and Ministries TV
jRqByBEx-dc,What Will You See in 4th Dimensional Space?,Ridddle
xs8b03P1cRI,JFK Assassination – Two Men Who Benefited the Most,Valuetainment
E4i5dCIKalY,UNDERWATER Discoveries Documentary HUGE ADVANCED Ancient Cities Existed On The Ocean Floor,Archaeology and Ancient Civilizations
ObCsS3B-oZg,"Nature of the Antichrist, Episode 1",The Door
I02duKFZCWI,Here Is Why Ray Dalio Bets Against The Market by Buying $1.5 Billion Put Options (2020),Aimstone
o92V9JEzbIU,The Real 'X-Files'?,VICE
VksglW_UtcA,Early Dynastic Mesopotamia ( Facts and Myths of Ancient Sumerian ),Study of Antiquity and the Middle Ages
K9yTQ0T1C88,Royal Servants - Part 1 of 2,MyDigitalRealm
HkWL0HvTHN8,"The Lord Said, “He IS Finishing It!” PROPHETIC WARNING TO PENELOPE!!! 🔥🔥🔥",Simone V- Trinity of Love Ministries
OMNCikxu8rQ,Entertaining Angels & Heaven in Your Dreams | Sid Roth & Justin Perry,Sid Roth's It's Supernatural!
OzeUiOX5XNc,Why won't government release the Russia report? James O'Brien asks the experts,Original Jedi Watching
t6pkvzfgnA4,Enigmas in our Solar System - Chuck Missler,Koinonia House
ozQ1L2DlFDw,This INTERVIEW MADE Nipsey Hussle A MARKED Man! (2019 - 2020),StrangerThanFiction
IpF25knrGtg,Secret Aliens,Isaac Arthur
5DdfHOPlukU,Doctrines of Demons - Part 1 - Ron Matsen,Koinonia House
kWLEFsGWwHE,Area 51 Secrets,edepot
EN6vm0AuK_I,5 BIGGEST Secrets & Mysteries of Ancient Egypt,Top5s
eUGSEBx9CZc,Why Did So Many German Officers Flee to Argentina after WW2?,Knowledgia
ZDS6pWuWJk4,10 Mysterious Event That Will Make You Question Reality!,The Supreme
7fIAt2zJNwI,Signs and Warning of the Second Coming of Our Lord Jesus Christ,Ferdinand Ranion
PKQv6ZD4R8U,What Really Happened to Malaysia Airlines Flight 17 | New Flight Simulator 2018,TheFlightChannel
pMzhzqoQh8c,True for You but Not for Me,PragerU
BmJS0sOZhvg,"*Go Arounds, Aborted Takeoffs and Delays* Extreme Thunderstorm Hits Istanbul Ataturk! 16.6.18",Aviation Mitch
QbB_9sLzbi4,Haunted Homes of Hollywood / Celebrity Ghosts,TheBluRayCritic
mzQJ8mJxNwg,StarTalk Podcast: Everyday Astrophysics with Neil deGrasse Tyson and Russell Peters,StarTalk
FHUHsBnpCj8,The Mark Steyn Show Climate Change Forum,Mark Steyn
xBQgffr3Jdc,SURVIVING A KING COBRA BITE! (Interview FT. TYLER NOLAN),Chandler's Wild Life
Wm7NGuSZnGI,"Joe Rogan - Does Marijuana Cause Psychosis, Violent Crime | JRE Pot Debate",JRE Clips
d-50h9nDugk,Are the illuminati real? - Chip Berlet,TED-Ed
vP3hZrbVdd8,THE MYSTERY OF THE KAIMANAWA WALL - PART ONE,Turehu NZ
tZ7--QvQGJc,"""It Will Be an OPEN SOURCE Platform"" [Ultra Classified Information!!!]",Video Advice
cmpRBETOuRI,This Happens in the Unseen World When We Fast and Pray,A&Ω Productions
X3d6G5re3Q0,SAMOA ENTERTAINMENT TV - TOE FO'I LE TAMA SAVAII (EPISODE # 9),Samoa Entertainment TV Channel
DrZmde3ITzc,Breakthrough (2019) – The Untold Story | Sid Roth & Jason Noble,Sid Roth's It's Supernatural!
Ad8dyjUG-j0,"FROM BABYLON TO AMERICA, THE PROPHECY MOVIE by School for Prophets - Attila Kakarott","New Haven SDA Temple - Brooklyn, NY"
xrOlZ31Zg1k,"Ancient Aliens: The Potential Alloy of Atlantis (Season 12, Episode 2) | History",HISTORY
NS0J8q9r5kY,Nick Giambruno - Inevitable For Hunt Brothers Silver Trade to Be Repeated,Silver Bullion TV
AC32FDVg0gY,Exploring the SCP Foundation: SCP-2922 - Notes from the Under,The Exploring Series
E83dJaa9Jm4,This Man Said He Traveled To The Year 2749 – And He Made Some Disturbing Claims About The Future,Did You Know ?
lSGLBb3k80U,New spy plane? You be the judge,USA TODAY
0fQSYgpMglQ,Historic snowfall and rain hammer U.S. coast to coast,CBS Mornings
_TEOtpG7Gpk,Owen Benjamin Breaks Down Wizard of Oz,Chris P YT
F-d4zfovcog,Why is There NO Record of Ancient Humans? - Randall Carlson,After Skool
qKtHwc3mMY8,Were the sons of God in Genesis 6 fallen angels? Who were the Nephilim?,Southern Seminary
ONoQBxM3_Po,The U.S. Invades Israel - BIBLE PROPHECY,The Door
G71yqev301Q,Is Earth Being Watched?,Cool Worlds
PvBz-OPrnXI,Confusion in America's Prophetic Camp | Episode 999,Perry Stone
ciJCvh_wNps,Dead Silence (1997) James Garner/Marlee Matlin,HughesovskiJ
i3HG8Vv2_Ok,Ripple XRP: Am I Crazy For HODLing XRP For This Long Or Is This Normal?,Working Money Channel
KEpTytklubE,99% OF BILLIONAIRES THINK LIKE THIS! - Learn How To Think Correctly! | Robert Kiyosaki,Clarity Coaching - Transforming Lives
1cKaBxsDFrE,"Bitcoin, Cryptocurrency, Finance & Global News - Market Update December 1st 2019",Nugget's News
jV_COZciQF8,Snowdon & Margaret - Part 1 of 2,MyDigitalRealm
g0kf82I6ffc,The Ancient Enigmas of Puma Punku and Tihuanaco!,UnchartedX
hrIsmycJoJE,15 BEST MONEY ADVICE | ALUX Edition,Alux.com
rFBBu6lxA6o,Greenland Melting (360°),NOVA PBS Official
wDfI2JTvNpc,"If it Wasn't Discovered, No One Would Believe it!",Amplex
5TYBDqjagJo,Imperator: Rome (v1.3) | Punic Ascendance! - Part 3 #imperator #sponsored,Pravus
uTChrirK-hw,Was the Moon Landing faked? | Neil deGrasse Tyson | Big Questions,Penguin Books UK
tsLvW6TD1v4,⚠️*SCARY* ⚠️Ghost Hunt in LA's Most HAUNTED HOUSE ⚠️*They Were HERE* ⚠️,The Paranormal Files (Official Channel)
SNc303cwOHk,Challenging an Evolution Denier!,SciManDan
klXj198vY4A,"""It Will Be The End Of Energy Companies"" | The FORBIDDEN Technology of Nikola Tesla",Be Inspired
c6Eq2sI1NDY,How the Edge of Our Galaxy Defies Known Physics,Physics Girl
CAl7tkiihiw,SP2014 Session 14 Marzulli,Koinonia House
EgKCFe9H16U,Being Bipolar: Flying & Crashing (Mental Health Documentary) | Only Human,Only Human
My24xmRXtnM,WORLDS STRONGEST MAN TRIES GOLF,Eddie Hall The Beast
W1pSr2We3qw,Jersey City Shooting: Witness Recounts 'This Must Be Some Terrorism Stuff',CBS New York
ARNbgXy-0_Q,2020 World Predictions | What’s Coming! | You Won’t Believe This! | Ralph Smart,Infinite Waters (Diving Deep)
M3jPOa3Bi4k,'Facts don't matter' as people 'will believe whatever they want anyway': Bolt,Sky News Australia
R3hpmD9dMHg,12 Most Incredible Finds Scientists Can't Explain,Amazing Stock
tAGeN5lrxws,5G and AI Everywhere: 2030 Will Be a New World | Jeff Brown | Ep 60 | The Glenn Beck Podcast,Glenn Beck
sVmOnwng6gs,Giants Emerging Everywhere - They Can't Hide This,Universe Inside You
E5qAC6nP-Og,"JerUSAlem: Armageddon, America, and the Last Days (HD)",Living Waters
-wApz_zqQIQ,The Secret to Aging in Reverse Revealed by Harvard Professor | David Sinclair,Ed Mylett
YDfLYQydl8M,A New Giant Hole in the Planet Earth!,Ridddle
v1DPhNa1CjQ,NASA Probe Makes Unexpected Discoveries Near the Sun,Anton Petrov
hMlXW1ITjmI,Satan's Strategy to Defeat Us – Dr. Charles Stanley,In Touch Ministries
tqqiZdqBNI0,Joe Rogan | JFK Warned Us About Secret Societies,JRE Clips
26ORPuH1-rU,Krayzie Bone EXPOSES The Music Industry's Sadistic Plot | Krayzie Bone #TruthTalks EP #4,Digital Soapbox Network
P0BBdlty84g,"""They Can't Hide It Anymore"" (unseen footage)",Be Inspired
XtvsiZPRdr0,2020 Prophetic Meaning 5780 | Episode 1000,Perry Stone
fR5WZ-VcI5A,"I'm Beside an Angel in Hell, And He Says This… | Sid Roth & Tracy Cooke",Sid Roth's It's Supernatural!
nqBS75ajHPE,WARNING: The World After 2020,Canadian Prepper
JVCEnIH56SY,WARNING: Surviving Artificial Intelligence- The Coming Battle for Humanity,Canadian Prepper
kFeiM_Mxsv8,Assassination of John F. Kennedy (1963),Simple History
Q8uf6SPHU2s,ROAD TO 700LBS - Worlds Strongest Man Trains Chest,Eddie Hall The Beast
tBGlrZQW3s4,BTC/CRYPTOCURRENCY Trading Analysis Update: 18-12-2019. Video 239,Sami Loyal - Forflies
y-_v6whv3PM,"Shocking But True- ""Is Christmas Christian?""",Crusade Church
osVezT3mbMo,"WHERE IS Karlie Gusé?! And Let's Talk About The ""Kate Yup"" Thing",Kendall Rae
-uHFyo_2QQs,Record Debt & Slowing Economies = Dangerous Mix,WEALTHTRACK
7zSPY-wu2pw,Christmas - What Your Pastor Doesn't Want You to Know - Part 1,TiborasaurusRex
gLlF_81DYjA,What Could Happen Before 2090?,Destiny
WRkZYmlfM6c,Did Soviet's Discover Alien Scorpions On Venus? | NASA's Unexplained Files,Quest TV
4V8hWYvw1Co,America's perfect storm coming in 2020 | Episode 1001,Perry Stone
6YYCcnt1i0k,ODDEST Puzzling Ancient Egyptian Gods That We Are Still STRUGGLING To Figure Out Today,Archaeology and Ancient Civilizations
eSz1VRgvWo0,Total Wipeout - Series 3 Episode 11 (Celebrity Special),chambersm741
KNQfJiG7C2c,How to Prepare For Economic Collapse: Complete Guide,Canadian Prepper
dt7CCSM6mSs,Jonathan Cahn reveals Christmas Mysteries – Messiah’s Birth the most Jewish Thing,Connie Oelbaum
Ux7LSzwPUxE,Are The Gods Really Aliens Who Visited Earth In Ancient Times? | Codes & Conspiracies,Quest TV
q0SgEF5CHDo,Going Free | No White Guilt | Christmas Day Soirée,No White Guilt
XK08CKO-yAQ,Father Gabriele Amorth: The Vatican’s Chief Exorcist,Biographics
vzZVeHU_C0I,The Prayers of Nancy Pelosi,Living Waters
c-ErA_acTq8,Psychedelics and Consciousness,Gaia
OPJoCBe-f24,Q&A April 29th Kim Clement Interview,Koinonia House
R_hBN-7MT8M,A Kid Takes Off And Flies at My Meeting! | Sid Roth & André Ashby,Sid Roth's It's Supernatural!
MScbhEYUgB0,World of Mysteries - Lost City of Atlantis,Naked Science
y-cc8fs3xYY,Faces of Earth - Building the Planet,American Geosciences Institute
yWezU1P6dM0,Faces of Earth - Shaping the Planet,American Geosciences Institute
oBFB5ETToxo,"🎅 BITCOIN CENSORSHIP ON YOUTUBE!! CHRISTMAS RALLY?🎅bitcoin price prediction, analysis, news, trading",Crypto Savy
_53cGxAUuDk,MIND BLOWING CONSPIRACY THEORIES,shane
83NU923LICc,Christmastide | Merry Christmas from Hillsdale College,Hillsdale College
5m-JX9swbDQ,What Happens Beyond the Grave? (With Greg Laurie),Pastor Greg Laurie
z9ALFf6eQI0,"Clearing up the issues about climate change (w/ Greg Flato, climate scientist at Environment Canada)",Conversations That Matter
2EEOuE4GrHA,"2020 Prophetic Outlook with Hank Kunneman, Tracy Cooke & Jeremiah Johnson",Sid Roth's It's Supernatural!
5Fx5WKsIwME,Mars Mission Update: December 2019,Martian Colonist
Yei9bTFNTEc,"Israel, Magog, and the Rapture (With Greg Laurie)",Pastor Greg Laurie
pX4fSM24mJA,UPDATE ABOUT IRAN,Perry Stone
xbLTvWkxzWg,Where Does Iran Fit In Bible Prophecy? (With Greg Laurie & Don Stewart),Pastor Greg Laurie
nd8IC5AO03M,"Bible Prophecy Update – January 5th, 2020",J.D. Farag
S-imxWoyMD0,Top Secret Flying Discs - Area 51 &Flying Saucers - Bob Lazar - Documentary,NaTuber Tv
QRaoV50Vf5k,5 Mysterious Anomalies & Individuals That Science Can't Explain,Unexplained Mysteries
3UXKhKu6lyw,"Prophecies, Signs, and Events of the End Times I |  Jim Hammond | LWCC",Living Word Christian Center
-yhiKtN4dRw,FDIC: You'll Lose Your Life Savings (UNLESS YOU DO THIS),George Gammon
uOSK0m7i9zQ,Kevin Zadai Died & Jesus Told Him These Words… | Something More,ISN – It's Supernatural! Network
791sgICJnu4,I Walked into Jesus' Eyes in Heaven & Saw This… | Sid Roth & Kevin Zadai,Sid Roth's It's Supernatural!
gqKi_Yeq6cU,Satan's Scheme Against Christianity | Episode 1004,Perry Stone
a7OktIa89Lw,Forecast for 2020 (World Predictions) - Teal Swan,Teal Swan
sEYbepFA7_k,The Main Key to Answered Prayer | Episode 1002,Perry Stone
kQX3q8J__WQ,What's in This Heaven Box Will Leave You in Awe… | Sid Roth & Patricia King,Sid Roth's It's Supernatural!
oS6GbGQU_es,Second day of rains in UAE disrupts traffic and services,Khaleej Times
FkrsKC0QI-s,Faces of Earth - A Human World,American Geosciences Institute
LzR1iBIttXU,The Scariest Day of my Life | Australian Bushfires 2020 | NYE 2019,Tori Falzon
o1GQehNcZZw,Pedophiles Rule the World,Paul Joseph Watson
IeA7lvC1ego,Kanye West's Rant In TMZ Office (Extended Cut) | TMZ,TMZ
ZxJAgTDfH6w,Kevin Hart Replaces Katt Williams | Dave Chappelle | Tiffany Haddish | Steve Harvey |,ControversyRadio
myOTa6zE2w8,Celebrities need to ‘stop using the bushfire crisis to spruik climate change Armageddon’,Sky News Australia
4YhbRktzem8,David Banner Discusses the Illuminati Undertone Placed on Black Success (Part 5),djvlad
DzQRjn7Z7fQ,Impossible Ancient OOPArts Academia Can't Explain,Mystery History II
NTLSQCF6ohQ,Unidentified: Naval Pilot's Shocking UFO Encounter (Season 1) | History,HISTORY
mvyJrY1ZmLY,Nikola Tesla and his incredible inventions,Yarnhub
EeadbWBYMGY,7 Reasons Why You Might Be a Witch and Not Even Know It...,EdgeOfNightfall
QetW4vsLI6I,Signs of The Times |  Don Stewart,Calvary Chapel East Anaheim
1Q2HSJ6cbMY,"Why did Pope Benedict Resign? McCarrick, Vigano and Vatican Bank Scandals Explained in Detail",Dr Taylor Marshall
52NaRLPzDcg,How the UN’s Agenda 21 Influences Every Aspect of Society,DDPmeetings
Hn-7zzIP--w,2020 Prophetic Outlook Highlights | Trump & America's Future,Sid Roth's It's Supernatural!
nCuWnjh1-IY,The Alignment of the Gog of Magog Coalition | Episode 863,Perry Stone
6Ygl18fsChU,Something Encodes Our Genetics Besides DNA,Ridddle
jOYvuLIwWEQ,Australian Wildfires Prove Denying Climate Change Won't Save You From It,The Real News Network
3cuEJut5uoo,Another ex-atheist turned Catholic,AronRa
b4xKEXg7Xa4,IRAN: Its Far Worse Than You Think,Canadian Prepper
e9VF1mF_MDY,10 Shocking Theories About the Illuminati,Matthew Santoro
FH_jKBl9t5A,'Disgusting and absurd' to blame bushfires on climate policy,Sky News Australia
kreIMXaI1hA,Wildest Antarctica - Go Wild,Go Wild
kz72iH40Tzg,SURPRISING MY FAMILY WITH A NEW CAR !!!,Mo Vlogs
oajzNVUd9bA,The Antichrist: 10 Proofs from the Bible! [It Exists TODAY],Hope Through Prophecy TV
GR4xhTF-13g,Atlas Air Giant 3591 NTSB Interim Report,blancolirio
Q7mXx63VFMg,Something VERY WRONG Just Happened on Earth!,Amplex
_CtbRKMVUYo,"Word of Faith: False Healings, Criticisms & Gospel | Costi Hinn & Justin Peters - SO4J-TV | Show 7",🌟 SO4J-TV
AvUuRUeRYs8,Cosmic War Pt.2 | Joseph P Farrell,secretspaceprogram
4UWIGg0_RdI,JANICE ATKINSON MEP EXPOSES GLOBAL MIGRATION COMPACT!!! SHARE THIS FAR & WIDE #NotOnMSM,Dr Watson
8iDOVQZhqSc,Dyatlov Pass Mystery - Case Open - ObsoleteOddity Files,ObsoleteOddity
K6RqR-VbGMs,Machu Pic'chu: Clear Evidence Of A Pre-Inca Megalithic Core At The Site,Brien Foerster
_p9lqnGMK1U,What You Need To Know About The AKASHIC RECORDS And The MASTERMIND Of Mankind,WoodwardTV
V5xh-WDcmg4,Nancy Tremain - Re-Introduction To The Reptilians,Ozark Mountain Publishing
EHA5I88N4Bc,Jonathan Cahn / Daniel’s Seventy Weeks Part 1: Exact Prophecy of Messiah’s Coming,Shulamith
C_PknGb0HNc,WILL THE CHURCH GO THROUGH THE TRIBULATION? | EPISODE 953,Perry Stone
YehXeiPQi68,The Origin of the Antichrist,Endtime
l5EUmeglSZo,WHAT YOU SHOULD KNOW ABOUT THE HOLY SPIRIT,Truthunedited
Rs0ZaCQrScc,Secret Nazi Antarctic Base - Fact or Fiction?,Mark Felton Productions
C4zfLCWGdsk,Beyond Science: A Youtube Channel off the Deep End (Pseudoscience),Genetically Modified Skeptic
HeZzHQl1q2s,Hancock and Carlson talk Younger-Dryas Catastrophe at Earth-Keeper '18 conference,GeoCosmic REX
ZLSBw1I5qtw,"Michael Shermer with Lee McIntyre — Defending Science from Denial, Fraud, and Pseudoscience",Skeptic
gO7U-Cnz3BY,Earth's Magnetic North Pole Has Begun Shifting 'Erratically' Towards Siberia,Skywatch Media News
NTOVpNjNrIg,The Life and Crimes of George Herbert Walker Bush (w/ Lamar Waldron),Thom Hartmann Program
6CpN-y-xCBI,Andy Woods: Seven Signs of Christ's Return,Prophecy Source
XwTgyhD__sk,Will You Make the Rapture?,Endtime
UWlx_wFqI8E,SCAMMERS FILES DELETED! HE RAGES! [SYSKEY'D],ScammerRevolts
N82_b_n4HCQ,"David Wallace-Wells, ""The Uninhabitable Earth""",Politics and Prose
tfVgHRPC7Ao,The real reason conspiracy theories work,AsapSCIENCE
a-QbC_vZr88,Polygonal Walls of the Giants in Ancient Italy | Alatri Megalithic Acropolis | Megalithomania,MegalithomaniaUK
U6shP4xX3zM,THE LAST WORDS OF DAMON T. BERRY  PODCAST (EPI 3),DAMON T. BERRY FILMMAKER
4Z94bguAAFo,Ancient Megalithic Sites In Peru You Have Likely Never Heard Of,Brien Foerster
9-mRBFYcukk,Wendigo: The Cannibalistic Spirit of Native American Folklore,Mythology & Fiction Explained
S-5YXulYcTA,Divine Healing Secrets of John G. Lake | Curry Blake,Sid Roth's It's Supernatural!
6riQ5_obkek,"THREE THINGS DISCOVERED AT THE SPHINX, YOU DO NOT KNOW OF!",The Time Detective
QkJXzkBgYD8,When Angels Strengthen You | Episode 944,Perry Stone
jmVq5gpBDqc,Evidence for a Young Earth?,Viced Rhino
5yCbuFUSrqQ,Hidden Prophecy & Stephen!,Prophecy in the News
HsrOPDdbTzM,VERY REVEALING Margaret Sanger Interview MUST SEE ! PLANNED PARENTHOOD,ChloeXlover
uz2MRca3nmA,Dave Talbott: Mythology as Undiscovered History | EU2017,ThunderboltsProject
GHTOuIqgZzM,DARK JOURNALIST X-SERIES 47: ATLANTIS THE CRAZE IN THE HOT ZONE! BIMINI CUBA NASA UFO MYSTERY!,DarkJournalist
CkGc9deLA74,CHRISTIAN WITCH HUNTERS | SFP Films,School For Prophets
5tZaFxbsN24,"The Great Tribulation-When, Where, & Why",Apologia Studios
lb0Lwrl6r9U,Lost City of Ancient Providence Discovered in Jungle That Rocks the Core of Academia,Archaeology and Ancient Civilizations
2hMMZx12KN4,Did Angels Marry Humans?- (Doug Batchelor) AmazingFacts,11:11 Ministries
Q9GBy3WehWk,CAUGHT GHOST AT WORLDS MOST HAUNTED PET/MOB CEMETERY,ADVENTURES with Christian
_7Q1RCYe0XI,Divination: The Art of Predicting the Future - (Exploring Magic Ep.2),Mythology & Fiction Explained
IMM8-GAu8Kg,The Forgotten Empire of Tartary (Everything You Wanted To Know),OOWK MEDIA
eQzeHYI3Q7Q,Ancient Egypt | What Everyday Life Was Actually Like,Weird History
68mQjhbliw8,"Intelligent Ancient #Civilizations whose #Arctic Origins Show the 10,000 BC hypothesis Maybe Right",TV Studio Documentaries
