video_id,channel_name,video_title
NOrOZL7_NkI,CBSMornings,Michael Jackson's accusers detail alleged abuse by the late pop icon
hydtTOYkP0o,TheHill,"Krystal and Saagar: Biden reappears, but disappoints in first public address"
2M5buYRocsM,WSJ,India Plots Smartphone Dominance Amid U.S.-China Trade War | WSJ
F6xEolwk94c,LATimes,Johnny Hooper is top water polo player for Harvard-Westlake
bpJUjHzZO2c,USAToday,Potty break almost foils soldier surprise | Militarykind
7slMSKQbiiI,C-SPAN,Cell Phones Interrupt White House Briefing
ZxixZ_rB67Y,Forbes,CEO Eric Baker talks about how viagogo dominates Europe
Jqyow7CCwlo,TheHill,Krystal and Saagar: Breaking down reports that Kim Jong Un is dead
YD3oz4_bg8M,ABCNews,Manhunt Out West for Alleged Bank Robber Called AK47 Bandit
TUskKarbWKc,ABCNews,"Magic Johnson and  Cookie on HIV Diagnosis, Their Gay Son"
C1z0cooTspU,WSJ,"As U.S.-China Tensions Rise Following Pelosiâs Taiwan Visit, Whatâs Next? | WSJ"
E7wIZhJ4aJ0,EastIdahoNews,ENTIRE HEARING: Brian Dripps sentenced to prison for the death of Angie Dodge
83F4Gehx1M8,FoxBusiness,'It's time to take action': Sen Hawley sounds off on tech CEOs
_GM56IvGUNc,Forbes,The Biggest Smartphone Problems Of 2020 | Forbes
jx3uqW7Qv7s,DailyMail,Dramatic moment castaway sailor and his dog were found after 3 months lost at sea
g76J9fp6CMc,USAToday,Verruckt: world's tallest water slide is insane
lJDZKUekqKg,AssociatedPress,Olympic Luger From Georgia Dies After Crash
qoSlNoxAtcI,Forbes,The Galactic Empire: 5 Leadership Mistakes | Forbes
1iJ01Ibtdto,FoxNews,Media ignores Psaki's attacks on Fox News' Peter Doocy
5n7sq31m7QU,Forbes,Why Chirag Kulkarni Is Fixing America's Pharmacy Problem With Medly | Forbes
mnE_NseoS6U,C-SPAN,"PREVIEW: 1965 ""The Negro Family"" Labor Dept. Report on NBC's Meet the Press"
abtEVeeqzPQ,TIME,Thousands Protest In Iran After U.S. Strike Kills Top Iran Gen. Qasem Soleimani | TIME
IN6iyA5DLKc,News5Cleveland,6pm: Richard Beasley gets death sentence
42bRMtNmP4A,DailyMail,Adorable moment man uses cute Labrador puppy to propose to girlfriend
UChFKUD24rI,CBS,"Cast of ""School of Rock"" performs ""Stick It To The Man"""
FDkERbv0nY4,USAToday,SNL debuts a new 'tumbling' Joe Biden | USA TODAY
6XgTzqjKikc,Reuters,"In Beijing's backyard, U.S. flexes military might"
mN2gOuUYWTQ,CBS,Rare film of JFK investigation uncovered
4NBJVVpHxUE,FoxNews,Alec Baldwin sued for $25M by family of Marine killed in Afghanistan
hrVOTmSiUmg,BBCNews,The town where âpolice donât come outâ - BBC News
tdRYxlH-Ce4,ABCNews,Inside horrific murder-for-hire crime scene in upstate NY
8JGX0pqnHPM,DailyMail,Man plans to meet underage girl with Coke and chocolates
TXJdOMXo3SM,FoxBusiness,Schumer calls new $2T stimulus package 'unemployment on steroids'
nG5BUsJdelM,Forbes,Elon Musk In SEC-Related Trouble; G2 Esports Raises $17.3 Million | Forbes Flash
HreUU-ztjaw,BloombergTelevision,Can Biden and McCarthy Reach a Debt Ceiling Deal?
YSJhjCgT5XY,FoxNews,Mike Rowe slams Dem's call for $30 minimum wage: 'Why not $50?'
e1TYWRcFrw4,BloombergTelevision,Wall Street Week - Full Show (03/26/2021)
9gPiS2xsF-E,ABCNews,Why 'Biggest Loser' Winners Often Regain Weight
QunC_Iiv-fg,TheWeatherChannel,Coast Guard Florida: Ship Rescue
MOmpc8V0jEA,Reuters,U.S. House adopts hardliner rules reining in McCarthy
HIG2mZOpiUw,CBS,Major banks are predicting the U.S. will enter a recession this year
ro7jtbBAlio,Politico,Prostitutes and the New York Governor
C3N2f30UC_Y,BloombergTelevision,U.S-EU Trade War to Be More Devastating Than China: Goldman's Barroso
muy5zpqslRc,Vox,What Black Lives Matter means to an 11-year-old
ux-_UdJyzJo,BloombergTelevision,Soros Calls Trump Administration a 'Danger to the World'
Id12d8clg_o,C-SPAN,13-year-old Brayden Harrington speaks at Democratic National Convention
6WSNG0MoZF4,BloombergTelevision,Bloomberg Surveillance 05/17/2022: Strength of the Consumer
_lYjXsnHGoA,ABCNews,"Holiday parade disaster leaves 5 dead, over 40 injured l GMA"
01UabOe2qhA,LATimes,Elizabeth Olsen at the 2012 Critics Choice Awards
EZ2fP3ClLnk,MassLive,Dashcam video of police pursuit that ended in double-fatal crash at Massachusetts state line
VO0sMeM7idw,Politico,What to know about the Coronavirus Task Force briefing: 4/13/20
1NE2B8nQgd8,Reuters,Man arrested in attack on Paul Pelosi faces charges
mVYuswU9kZk,NYPost,Trump to CNN: âYou Are Fake Newsâ
tLdbHP7BW30,TheHill,Krystal and Saagar: Did Bernie give Biden permission to vet VP? Biden confuses YTs for podcasters
VfR38325RYE,NYPost,Israeli Student: 'Ilhan Omar Represents The Modern Face of Antisemitism'
qa3edsMzHkA,WSJ,Donald Trump Releases First TV Ad
5EOJroj9I54,Reuters,"Global temperature record set in Death Valley, California"
frFV6-QqlB8,TIME,Remembering Robin Williams | TIME
U9HVisMqQU8,MassLive,Here's how Cape Cod Potato Chips are made
2siV0LMT8-A,BBCNews,Ukraine frontline: street fighting as Russian troops attack Bakhmut - BBC News
HXc8eoDPSbw,DailyMail,Soldier surprises loved ones - Daily Mail
bSp2OKXYK04,DailyMail,Michiganders hold candlelight vigil for the mass shooting at Oxford High School
b7EukbRuoEs,NewsNation,"Group threatens to blow up shipping container near Yuma, AZ | Morning in America"
AqZns_Cj0aY,BBCNews,Aberfan remembered: Disaster in the Welsh valleys - BBC News
g6YW5E7zGTU,Forbes,A Start-Up Is Born In The Bathroom | Forbes
IM_Sahv0FRs,CBS,Several injured in shooting at Colorado school
koQIii1S0EA,ABC7,"Worker paving OC parking lot attacked after asking group not to walk on asphalt, family says"
fa3jzh2QGSg,DailyMail,Johnny Depp talks about his tattoos and Amber Heard: 'My body as a journal'
Wm93ofjjFwk,TheHill,"Krystal and Saagar: Trump Faces MAJOR Post-Presidency Issues As Banks Cut Ties, Belichick Rejection"
ZImVKZX8RDQ,TIME,Protests Against Zero-COVID Policy Erupt Across China
46zPD6qlL9g,DailyMail,Melania Trump chats cheerfully with Brigitte Macron in Brussels
E_K4be-FMAM,USAToday,Trump team rests arguments on day 4 of impeachment trial | USA TODAY
s97QNSdfuas,News5Cleveland,Cavs Fan Reaction
zjb7h353y6U,FoxBusiness,This doesn't add up about the Trump raid: John Solomon
JjBNx20bwuY,Politico,Fauci reacts to Trump's booster announcement
otnwbR38zDw,Forbes,Peek Inside This $19.9 Million Santa Barbara Mansion | Forbes
fsFzQaPGryc,DailyMail,Omicron variant: Boris Johnson says lockdown unlikely but 'not ruled out'
2iY5b9af05Q,MassLive,Bruce Cassidy discusses playoff matchup against Maple Leafs
ybzlfsNnDSc,BBCNews,Indian temple offers drive-through oxygen amid Covid crisis - BBC News
avCd-apqpp8,Forbes,Bidenâs Transition From Oil And Gas Is Unrealistic - Steve Forbes | What's Ahead | Forbes
i5aWxaSry7w,WSJ,TikTokâs New Hyper-Realistic Filters Spark Beauty Debate | WSJ Tech News Briefing
9VCTrHV3quA,BBCNews,Speculation about Kim Jong-un's health intensifies  - BBC News
8ln9kjGkyZg,CBSMornings,Note to Self: Gisele BÃ¼ndchen reflects on self doubt and her road to stardom
cYVe9oQ_3gg,CBSMornings,"Saturday Sessions: Valerie June performs ""Astral Plane"""
w2hNdR3h9ys,Politico,Chris Christie on Obamacare: President made a mistake
VEBkl5QCwOg,BloombergTelevision,Pelosi: House Has Acted to Protect the U.S. Constitution
OMjpm8iE9tk,DailyMail,Boris Johnson awkwardly congratulates Rishi Sunak after delivering Spring Statement
g_S8KpzPtt8,BloombergTelevision,"McConnell, Schumer Discuss $484 Billion Interim Stimulus Package"
KXsZ6eS63T4,TIME,"Supreme Court Allows Full Enforcement Of President Trump's Travel Ban: Including Syria, Yemen | TIME"
eIa7RiGD9PY,NYPost,Western Caucus Holds Press Conference Against Green New Deal
36usSPWHB2I,CNN,"CNN anchor remembers his father, former NY Gov. Cuomo"
07xxtJSG94s,TIME,John Lennon's Killer Denied Parole For 10th Time | TIME
S70WoTKHCGc,FoxNews,Marine speaks out after fighting off gas station robbery attempt
QTCmkIxve0c,Vox,US voting machines are failing. Hereâs why.
lmEc3QaC08E,WSJ,The Race to Replace Your Keyboard
V1nkt-eMdgI,NewsNation,Brian Entin breaks down evidence from Brian Laundrie's body and the Florida reserve | Banfield
hmZyWL-_MZc,Forbes,Teaching With Salman Khan
-O4JpUgx150,EastIdahoNews,We just crashed a school assembly to surprise a custodian fighting cancer
g_6kZ8kj3LY,TheGuardian,Breadline Britain: pawnshops and private schools | Guardian Investigations
1H2NKpbqJlY,MassLive,"Police searching for door-kicking suspect in Longmeadow, Massachusetts"
ZlCVpMjpnYg,TheHill,Krystal and Saagar: Bernie insists on debating Biden and establishment is furious
UI6z29GYuUM,WashingtonTimes,Protesters march to Key Bridge
MPuM7i3Sz9Y,Politico,Meet Chicagoâs first black woman and openly gay mayor
nqw5lfGpc8s,TheHill,"Rand Paul BLASTS Fauci âI Represent Scienceâ Comments, âAstounding & Alarmingâ For Health Official"
_7_n14jdvQ0,Forbes,A Poor Millennial's Guide To Investing | Forbes
_7rL3Kd1jis,TheEpochTimes,Schools Replace Confucius Institutes W/New Programs | China in Focus | Trailer
58pQ-_XTMaM,Reuters,Destruction and loss as Israel-Hamas ceasefire holds
9LZlK7uE_5M,BloombergTelevision,Trump Spokeswoman: Americans Will Be Taking 'Trump Vaccine'
kYLj-Zf3hec,DailyMail,Thai King conducts final rituals in preparation of his coronation
bUZzLU13Mko,BBCNews,Iraq: Islamic State inside Mosul - BBC News
K3MZL0ABo88,MassLive,Jayson Tatum describes game winner in Boston Celtics summer league debut
wfvYv8MtWWk,C-SPAN,"October 9, 1986: Sen. Mitch McConnell (R-KY)"
oWMAOylxXpw,FoxNews,Tucker: This is impossible to ignore
dthrO_ytFek,Forbes,Indra Nooyi To Big Business: âYou Should Be Thanking Working Mothers For What We Doâ | Forbes
FFADnXn1C30,TIME,A Canadian Tourist Has Died After Falling From A Zipline Attraction In Northern Thailand | TIME
QP1NOEtSt_I,Forbes,Meet The Republican Congresswoman Who Believes Cannabis Legalization Is Good for America | Forbes
K375zeJnTe4,BBCNews,Ukraine's âshadow armyâ working behind Russian lines to free Kherson - BBC News
KG1d8_aT6BA,FoxNews,Tammy Bruce: Bidenâs lies âget people murderedâ
BtgG08pKqmc,BBCNews,"Angelina Jolie on divorce, film and Cambodia- BBC News"
41dZ7rQnvV8,CBSMornings,Coronavirus model predicts spike in deaths amid eased restrictions
kRwc8WUyuzs,Politico,The Epic court battle that could upend Appleâs future
cU4d7U8kEmQ,BloombergTelevision,'Bloomberg The Open' Full Show (08/17/2022)
-Dp6EaJCOWs,C-SPAN,Gov. Blagojevich Statement to Illinois Senate Tribunal
R557SEiwwlE,WSJ,Oral-B SmartSeries Bluetooth Toothbrush Has Bite
PPKuX8kMCPQ,USAToday,'Saturday Night Live' shows Giuliani as 'Joker' | USA TODAY
a9rfxb8jXq0,FoxBusiness,There are âbig time politicosâ implicated by Sam Bankman-Friedâs arrest: Attorney
CbZjl0ivhBY,ABCNews,'Secret Soldiers of Benghazi' Discuss Real-Life Events Behind '13 Hours' | ABC News
_tKOgtJJCLE,ABCNews,New details in case of American woman missing for nearly 20 years | GMA
sJ4SAhRmnAc,C-SPAN,Rep. Adam Schiff Opening Statement
lAZJfF3hGZU,NYPost,NYPD: Man Attacks Victim from Behind with Baseball Bat
LEnLpsFcnPc,BBCNews,Five things about Saudi Arabia's Crown Prince Mohammed bin Salman - BBC News
kKns1YmjQzc,FoxNews,Tucker uncovers more audio between CNN's Chris Cuomo and Michael Cohen
goKQxawaeXE,Forbes,How Public School Education Will Be Changed Forever - Steve Forbes | What's Ahead | Forbes
CfXkRj7GlpE,Forbes,This Company's Drones Make You Look Like A Pro Skier | Forbes
g02Tf4nHzAo,MassLive,Army veteran holds flag for Memorial Day at Wilbraham rehab center that lost its flag
E1M1Tepb2RA,FoxBusiness,John Kerry is a dangerous person: Rep. James Comer
-k3XdPRgtmw,C-SPAN,Technology in Gilded Age Mansions Preview
OyUeIe-Y028,TheHill,Cruz to Facebook whistleblower: 'Are you concerned about political censorship?'
_JvV1cN1hW0,ABCNews,Slender Man stabbing: Parents recall what happened that morning: 20/20 Part 1
0N9H1SHL6Pg,C-SPAN,Ted Cruz Presidential Announcement Full Speech (C-SPAN)
UI4QgQduNq4,TheHill,"Kim Iversen: Marine JAILED While Generals Play BLAME GAME, Take No Accountability"
w8AlUCjLi78,Reuters,Astronauts strap into SpaceX capsule before launch day
gKRB3DDRIOw,BBCNews,Why is the Ukrainian city of Bakhmut important to Russia? - BBC News
4xzeZ6nzECs,WSJ,Putin Tells Oliver Stone about his NATO Concerns
0Z5SGI5Jdns,USAToday,Mom Comes Face-To-Face With Her Sonâs Killer In Court | Humankind
aDEvJyKDseU,BloombergTelevision,Bolivian President Criticizes Trump to His Face at UN Meeting
pi2TAprkOZ4,Reuters,Police warn protesters: Leave Ottawa or face arrest
rGWeheOZZ6Y,WashingtonTimes,Firefly Restaurant
Jpm2SxpNBKo,FoxBusiness,"Biden acting like a dictator, not a president: GOP congresswoman"
YcvzsSyuMRk,ABCNews,Hearing for the First Time
pqwOEZYOBfw,LATimes,Trey Songz at the 2010 American Music Awards
MlUVQb1lsrU,News5Cleveland,Amtrak train hits firetruck
8qrP1zHkMSo,FoxNews,Tucker v student who says Trump shouldn't be given chance
hZZooUP2Iec,TheGuardian,Brussels divided: Molenbeek after the terrorist attacks
gbgLjDjNU_g,TheEpochTimes,The Communist Origins of the Gay Rights Movement | Counter Punch | Trailer
bzB8z274TGg,CNN,Watch passenger's video from inside Southwest Airlines plane
ihla4rV3Ckc,WashingtonPost,The crane that fell for her keeper
2rpvjwwVp-c,BloombergTelevision,Senate Passes Record Stimulus Bill
fi0ORZR4A88,BusinessInsider,Vitalik Buterin On Creating One Of The Worldâs Largest Cryptocurrencies
Xb26jNY2zmc,AssociatedPress,'Harry Potter' Actor Killed in London Stabbing
-CzN9SyP11Y,NYPost,CAUGHT ON CAM: Man Fired Gun at Drive-Thru with Children in Back Seat
dkgefC99l-M,CBS,Asian Americans face rise in racist incidents
5ANdYaMDJHM,BBCNews,How have dozens died in flooding in Germany? - BBC News
ySVZJgiuKaY,CBS,Authorities in California ask church to stop feeding the homeless
WkTkSOg6Qd0,TheWeatherChannel,Carrie Keagan Crashes Wake Up With Al!
5K5ipo2Os6U,CNN,Jennifer Lawrence talks about her Oscar fall
v52Y3UDRICs,TheEpochTimes,2020 Election Update (Day 7) Not Over Yet
0prW_-H6QGo,FoxNews,Gutfeld: What happened to the progressive women who once cared about women?
VcACuM7VB7s,TheEpochTimes,Train Rollover Accident in China
ys3QAEXcrr0,FoxNews,Gutfeld: Talk about collusion
wKnZxgVRI5g,TheHill,WATCH: Bernie Sanders-produced video Trump played at rally against Joe Biden
1zgBaq4Jpcw,AssociatedPress,Hard-hitting Polamalu Keys Win Over Ravens
Q_6eqnmDVt4,TheEpochTimes,America Faces Baby Formula Crisis; Rep  Jim Jordan on SCOTUS protests   NTD Capitol Report | Trailer
ZobSUPPFx7A,TheHill,BREAKING: Joe Biden speaks to reporters about Breonna Taylor protests
7GU5edzc7b4,Politico,Hillary Clinton Fights O-Mentum
YFzRg_Nlj8I,Politico,GOP on Display At CPAC
wWpDLo9iPmE,CBS,Vigil for deceased bullied teen turns ugly
K1qt6nQLoHI,FoxBusiness,"President Trump talks Supreme Court, tariffs and Russia in exclusive interview"
rIYBlxVDObc,TheEpochTimes,"âIf Your No. 1 Trade Partner Is in a Recession, Itâs Going to Affect Youâ | China in Focus | Trailer"
9GSI8wT0dN4,CBS,"""Whitey"" Bulger exchanges profanities with former right-hand man"
KdVo5f32Evc,NewsWeek,"Supercar Maker Mate Rimac On Elon Musk Comparison, The Future Of Self-Driving Cars"
WqekF08ySFk,NewsWeek,"Joe Biden Quotes On Coronavirus, Student Loan Forgiveness, Minimum Wage, Foreign Policy And More"
OFQVpKgztvw,C-SPAN,Battles of Monocacy & Fort Stevens - The Civil War Preview - Marc Leepson
FOuyuGziD14,DailyMail,Cardi B & Offset kiss for the 2019 Billboard Music Awards
UAGtbk3sUBk,Forbes,America's 400 Wealthiest Billionaires Are Worth $4.5 Trillion In 2021 | Forbes
dGj53TOvAng,EastIdahoNews,Video from the air shows extensive damage at Yellowstone National Park following rain and floods
3tQze4N6gZs,WashingtonTimes,"Morning Briefing (Oct. 19, 2009)"
D3dB-L90110,Politico,Republicans draw âred lineâ for Biden in Oval Office showdown
XmPNHj7II6U,DailyMail,David Beckham gives young Pride of Britain winner a surprise visit
iKkdW-NTnK8,TheEpochTimes,Chinese Expats Believe in State Mediaâs Propaganda that Outbreaks Outside China Are More
fLjE54DyKhs,BloombergTelevision,Wall Street Week - Full Show (02/12/2021)
CWzkU5RTn2Q,TheHill,Saagar and Ryan: Trump Campaign Manager REVEALS Why He Thinks They Lost
OhBVk3m-zsg,Reuters,Robot waiters aim to stem coronavirus spread
mDvLDjXI9Wc,USAToday,What's next in the President Trump impeachment inquiry? | USA TODAY
UK4572uROwg,CBSMornings,Three dogs die after swimming in pond with blue-green algae
kTiowhC4wJA,TIME,Childhood Star Shirley Temple Dies At Age 85 | TIME
ka3Tu5AJzTY,LATimes,Russian missile hits mall; scores feared dead or injured
JyGAPmz1Vl4,TheHill,Just in: Derek Chauvin speaks during his trial
6Y-P0OqFLsc,TIME,What's 'Welly Wanging'? Meghan Markle Beat Prince Harry At This Cool Boot Throwing Game | TIME
-OCcl1DJktA,NYPost,Pence Defends President's âUnquestionably Plenary' Authority During National Emergency
3sxhAfdUZWc,MassLive,Winter Storm: Driving through downtown Springfield during Jan. 4 snowstorm
7JMxzsO88h8,FoxBusiness,Joe Biden allegedly had secret phone to talk with Hunterâs business partners
djGKx5CRGPE,BloombergTelevision,Wall Street Week - Full Show (03/12/2021)
QWOTE5cYVXc,TheEpochTimes,"To Contain Coronavirus, Police Forbid Street Vendors From Gathering and Destroy Their Goods"
zw_P7r7BQPw,BloombergTelevision,Johnson & Johnson Halts Covid-19 Vaccine Trial on Unexplained Illness
jm0Zfuj_9Kg,AssociatedPress,Raw: Tornado Rips Through Milan Province
nLt8PZi0hy8,CBSMornings,Powerful deadly snowstorm pounds parts of the Great Lakes
Cz-14dWrBGs,BloombergTelevision,Xi: Chinaâs Virus Vaccine Will Be 'Global Public Good' When Available
g_YmDxoJztE,MassLive,"Cold front to bring thunderstorms, scattered showers to Massachusetts, forecasters say"
lynzY4RaZ_k,WashingtonPost,'I just took my kids and ran': Witnesses react to El Paso shooting
5FFgkC6JL8Q,Reuters,U.S. Senate Democrats fail to pass voting rights bill
_dfW8OAO1mo,ABCNews,New details emerge in alleged murder of pregnant Maryland teacher by boyfriend
xhE9MXRCskA,BloombergTelevision,Only 25% Passed This Year's CFA Level 1 Exam
JN0wL8-wJ6M,ForbesBreakingNews,This Is What Happened When Eric Adams Sent Border-Crossing Migrants To A Hotel In My Town: Official
zYSNwTYhtDY,C-SPAN,1969 - Hurricane Camille
RYeY-Cz-eoM,C-SPAN,President Carter on Sarah Palin
5gIxHTX0LTY,USAToday,"Capitol riots audio : ""We've lost the line!"" | USA TODAY"
DLgwAruhlqg,TheHill,Saagar and Colin: Bidenâs Extremely Cringe âPlease Clapâ Moment
ObwFczXCQrA,TheEpochTimes,"Antonio Gramsci: Origins of the Culture Wars, Political Correctness, Cancel Cultureï½Truth Over News"
o7FWuEaz8hY,LATimes,Nicki Minaj calls out Miley Cyrus; makes peace with Taylor Swift | 2015 MTV Video Music Awards
CrpkZkwTvu0,Vox,Why the ocean is getting louder
QlNoPwKxMB0,TheHill,"Krystal and Saagar's WINNERS AND LOSERS: Wall Street, MSNBC, Neoliberalism Here For The Long Run"
uCs_ZtG_4ac,WashingtonPost,Trumpâs doctor makes contradictory statements about giving him oxygen
J8u3CHadwDw,BBCNews,âGod help usâ pleas after Turkey-Syria earthquake as hospitals are overwhelmed - BBC Newsnight
LBOcWgMD49o,TIME,Michael Pollan On The Healing Power Of Psychedelics | TIME
UCNVxMx48uI,Reuters,At least 14 killed after Indonesian volcano erupts
Nv97w9aIIMg,TheHill,Saagar and Ryan Grim: SHOCK SCOTUS decision on abortion shows GOP SELLOUT to big business
ePxjwXAIf2E,ForbesBreakingNews,Cruz Asks Asst. FBI Director: 'How Many FBI Agents Were Confidential Informants' During Jan. 6 Riot?
3BYTMiBaB0I,BloombergTelevision,Biden to Call for $2 Trillion on Clean Energy
o8IKn-jy9A4,NewsWeek,NATO Summit 2023: Five Things to Watch
9VAnhdBHp8U,ForbesBreakingNews,'Let's Back Up A Second': Jim Jordan Grills Witness On Public Health Official Powers
1CyALL08bkI,MassLive,Nick Thibault scores game-winning goal for South Hadley hockey to capture WMass D-IIIA championship
YZ4papKnldw,C-SPAN,Word for Word: Jared Kushner at Opening of U.S. Embassy in Jerusalem (C-SPAN)
OznedY6FNGM,MassLive,Martellus Bennett Makes One-handed Catch In Practice
aHpPklZwqNk,BusinessInsider,"Step Aboard The USS Kearsarge, The US Navy Workhorse That Takes Marines To War"
wgpccBr85sM,CNN,Lawmaker to Barr: I'm starting to lose my temper
2oAseLmjdDY,DailyMail,Sign me up after Kim! Putin says he is happy to meet Trump
g62He0p0iwM,WashingtonPost,Who caused violence at the George Floyd protests? It wasn't antifa. | The Fact Checker
f2pm1JIiMo4,DailyMail,This is why Russian tanks have been annihilated by Ukraine | Russia Ukraine update
DWr2Vp1vwbg,TIME,President Trump Signs Bill To Allow Terminally-Ill Patients To Try Unproven Drugs | TIME
0n9-eBUVpBM,TIME,16-Year-Old Maryland School Shooting Victim Jaelynn Willey Dies After Taken Off Life Support | TIME
oxKbzGxE1QA,TheHill,Krystal and Saagar: Progressives DEMAND More Checks BUT Wonât Withhold Votes
GfxyXJLbXmE,FoxNews,Michelle Obama refuses to endorse Biden
Lc9F06xg3Sk,TheEpochTimes,How American Elites Are Being Captured By the Chinese Communist Party: Peter Schweizer
JO4NMHbyhXA,USAToday,California man with white parents: 'I'm black'
JDa_KXCfHpk,BBCNews,"Ukraine city of Bakhmut surrounded, say Russian mercenaries - BBC News"
CxiGgEY3kLc,FoxNews,Tucker: CityKey - Rahm's plan to stay in power
jlb0iJaQRu0,CBSMornings,Democratic donor arrested after multiple men overdose in his home
DsdbGLevzBQ,ABCNews,Caleb Bratayley YouTube Star Dies of Mysterious Medical Condition
HwfQDiyQp_o,FoxBusiness,Inflation will âgo awayâ if Biden does this: NYC billionaire
n6P-kX5adw0,ABC7,Uvalde police who delayed entry into school during shooting were waiting for protective gear: Probe
1e31ehA5WNY,WashingtonPost,"Pot on the prairie: boon for Colorado, bane for neighbors"
DMVcvS06S-s,Forbes,From Pints to Joints: Ben & Jerryâs Co-Founderâs New Cannabis Company
uS93tKVhe_g,WashingtonPost,Why the BuzzFeed Trump-Cohen story could be the most damning to date
CVC4bk8nD5U,DailyMail,Adorable moment Golden retriever puppies lovingly lick ginger CAT!
T8lq4ac_iq4,CBS,"Elon Musk, Inc. | CBS Reports"
QXcVL8IFSVA,USAToday,Soldier watches his baby born via FaceTime
YozKFwQKq_0,TheGuardian,GuantÃ¡namo Diary: torture and detention without charge | Guardian Docs
IsOuSmSLGOs,Vox,A timeline of the 3 Trump-Russia scandals
OZeahSzOkxY,NewsNation,âLook of disbeliefâ from Vallow jury when son took the stand | Banfield
Z_TJeasOmBY,USAToday,Holiday Lights at USA TODAY
gpahMh__KWM,DailyMail,CCTV footage shows violent confrontation before Harry Uzoka was murdered
q3AhfQRjUf0,News5Cleveland,Cavs return to Cleveland
eSAC9sY0m3c,BBCNews,Armenia and Azerbaijan fight over disputed Nagorno-Karabakh region - BBC News
uhD06ytGzLQ,Politico,"POLITICO Podcast: Ebola, the Secret Service scandal, and Obama in Chicago"
bMXVXC2sS2w,BloombergTelevision,Minutes Signal Fed to Shrink Balance Sheet by $95B/Month
FeD3vICkkoU,Forbes,"Apple On Deck, Wal-Mart In Trouble"
kVZzznCmF-Q,CNN,Exiled Russian oligarch makes prediction about stopping Putin
nlQdyZxCNGA,NYPost,Trump: âWeâre Not Going to Have Farmsâ Without H-2A Foreign Visa Workers
S6DNIbq9nys,FoxBusiness,Papadopoulos speaks out after being pardoned by Trump
ljsznzAn3uM,NYPost,âDonât Let It Dominate Youâ â Trump Warns Against Virus Fears in First Address After Discharge
EgCKpvDfZ8A,CBSMornings,Biden to speak with governors about pandemic as Trump refuses to concede election outcome
5b2nHu40j6w,NewsNation,Sheriff Wedding: Vicky White in grave condition | NewsNation Prime
azYCYltH0oY,TheHill,Krystal Ball: Is the #DropOutBiden movement gaining steam after new Tara Reade evidence emerges?
tGvGLRDNRXY,BusinessInsider,Why Are Cars So Expensive In Tunisia | So Expensive
pV_27CGBTco,TheHill,JUST IN: Trump trashes Savannah Guthrie after NBC town hall last night
apboYK5yUzs,NYPost,McEnany: The Cost of Keeping Schools Closed Is Too High â and CNN Proves It
yc1eC5b1yXA,CNN,'Impossible to intercept': This is Russia's new deadly weapon
9bxtQw8TuDQ,News5Cleveland,Dash cam released of Johnny Manziel incident with girlfriend
-EhO0lMp7sU,BloombergTelevision,Apple Cuts Production Targets for VR Vision Pro Headset
DybkFLsBFLQ,TheWeatherChannel,What The Moon Would Look Like Closer To Earth
PmLN8W0zjd4,USAToday,Watch Offset and Quavo honor Takeoff at the BET Awards | USA TODAY
Jt2LMYIzN1M,FoxNews,EXCLUSIVE: AG Bill Barr goes one-on-one with Martha MacCallum
D4Kk6miiymk,FoxBusiness,Trump is making China great again: Jim Rogers
x4emgffIM1Y,FoxBusiness,Biden legal team makes âadmission of corruptionâ in Chinese payouts
1Q3xzXKh9mw,FoxBusiness,"Members of Comey's team, DOJ have expulsion now for obstruction of justice: Kallstrom"
SMZ9VGijwN4,BloombergTelevision,Wall Street Week - Full Show (07/31/2020)
kXlhv9eY918,TheEconomist,Covid-19: how many people have died?
zZgE1JzTxws,Politico,Biden apologizes to the world for Trump's climate actions
jhqkRY_Tdbs,C-SPAN,House during Democrats' sit-in (C-SPAN)
EUIWVZAuE6M,ForbesBreakingNews,"GOP Lawmaker Grills Greta Thunberg On ""Panic"" Rhetoric, China And India Emissions"
OnvayA2pi6g,TIME,"Man Shoots A Nail Into His Heart, Drives Himself To The Hospital, Parks And Walks In Calmly | TIME"
pQ9R8N6asF0,NewsNation,Vegas police redact 16 minutes of UFO response video | Banfield
rnRAKGxR5Gc,MassLive,"North Andover fires, explosions: See firefighters scrambling in impacted area"
0cUQqPxw3hc,C-SPAN,Candace Owens at hearing on Confronting White Supremacy
DlPGsXKUYxk,BloombergTelevision,Supreme Court Rules to Keep Title 42 in Place
oXkh927q9t0,TheEpochTimes,"A Baseball Legend Reborn? The Curious Case of Christian Haupt | Mysteries of Life (S1, E9) | Trailer"
NCtJxm1DDL0,BloombergTelevision,"Iranian Oil Tanker Leaves Gibraltar, Heads to Greece"
G6gytFZWDdg,C-SPAN,Mort Kondracke Comments on Jim DeMint & Sarah Palin
o1aOBj-RQyg,DailyMail,Surreal scenes in Ukrainian village left with wrecked Russian tanks
DB5fgPczkKs,WashingtonPost,SNL depicts the devil's star-struck encounter with Alan Dershowitz
-aRNn2VlhWY,Forbes,The Billionaire Behind The Amazon of China | Forbes
dA8P0mNGahw,BloombergTelevision,"Search for Stimulus: Democrats, Republicans Inch Closer to Deal"
VJtnl_lzIS4,FoxNews,Tucker shreds media hero Michael Avenatti highlighting his great demise
